length,width,size,distance,class
30.1788,10.6125,2.4771,156.608,h
23.0384,14.3798,2.532,144.8005,h
29.1979,5.5862,2.2863,237.952,h
41.9892,11.468,2.6592,106.3456,h
35.2705,19.3642,2.7419,63.119,h
12.9526,9.8511,2.2911,226.159,h
20.7517,14.927,2.4518,205.1802,h
18.336,10.3094,2.281,62.5226,h
29.8424,11.0503,2.2857,142.3577,h
28.0997,8.6496,2.8038,217.871,h
98.3474,41.8692,2.9761,343.841,h
63.1442,21.225,2.8404,197.537,h
174.257,41.9042,3.4632,261.822,h
15.8992,9.9494,2.5267,229.8505,h
30.8445,7.0755,2.4759,193.1073,h
24.9315,10.2659,2.6599,215.169,h
54.1708,9.4098,2.5176,120.0867,h
158.731,73.6773,3.9326,169.677,h
12.4763,11.9963,2.2776,134.658,h
18.4575,16.7327,2.6313,139.5355,h
58.0888,12.0888,2.4784,297.8268,h
271.4508,117.4579,4.6113,198.6563,h
27.1686,10.3316,2.7701,185.796,h
59.5654,30.2124,2.4631,229.749,h
159.275,76.1422,4.2712,373.05,h
97.719,24.3828,3.0476,247.5211,h
41.7329,13.4302,2.7505,43.0465,h
122.657,72.5942,4.1544,260.481,h
22.6188,15.8586,2.3551,187.7461,h
58.4337,5.2287,2.9325,114.123,h
225.011,94.456,3.5426,110.932,h
85.6317,32.1401,3.0899,157.226,h
77.7764,11.3507,3.1919,79.4901,h
187.9041,84.4021,3.7659,345.4294,h
21.9142,11.0413,2.3284,121.574,h
30.803,13.1578,2.6352,76.1121,h
47.7138,11.7741,2.9017,266.2614,h
78.1397,14.9445,3.1257,245.4325,h
146.1118,44.1177,3.3302,246.6065,h
63.1221,35.8997,3.2316,186.804,h
196.6816,55.4609,3.9577,293.4997,h
50.7417,8.2783,2.7416,118.0061,h
180.999,58.4085,3.4596,316.482,h
162.722,65.6073,3.3965,261.758,h
192.2916,134.6957,4.0202,329.0259,h
92.9408,20.8971,3.3017,364.114,h
117.5596,43.4377,3.0344,149.8736,h
34.0466,10.7681,2.7645,211.043,h
155.223,30.7203,3.5456,225.2306,h
73.8643,37.4991,3.9212,177.439,h
19.8047,9.2711,2.2593,177.7763,h
41.6116,10.1455,2.9077,250.143,h
13.0175,11.202,2.0774,135.278,h
65.9633,32.5027,3.5638,282.765,h
41.1158,13.7023,2.5218,186.264,h
126.609,41.9329,3.461,369.928,h
130.242,75.412,3.3531,231.029,h
26.9187,17.3692,2.7498,92.6105,h
35.0517,12.7947,2.4293,213.9211,h
27.2144,12.2936,2.7243,37.2326,h
152.4108,53.017,3.1078,245.8817,h
37.5469,11.4984,2.3046,159.2978,h
126.397,56.7218,3.2597,32.8647,h
39.5056,12.0449,2.7835,207.265,h
135.917,110.86,3.284,202.202,h
153.066,49.2126,3.816,352.282,h
13.3126,10.5973,2.3608,150.746,h
122.4537,111.8373,4.1365,301.4364,h
30.6,15.0946,2.6575,81.3264,h
46.408,12.6657,2.6435,205.312,h
22.6085,14.8622,2.5966,193.957,h
34.3719,17.731,2.2766,92.1384,h
18.4116,10.5337,2.5694,234.499,h
33.0585,9.8136,2.4371,139.179,h
52.8643,13.9137,2.5721,170.2509,h
37.1784,20.2962,2.7569,257.3683,h
76.0088,21.9286,2.7563,210.972,h
34.3305,17.4936,2.6753,256.083,h
141.116,91.1161,4.3983,378.702,h
107.6151,50.4262,3.7709,239.5628,h
40.4165,7.9492,2.7712,160.038,h
105.1478,51.3997,4.1876,306.1684,h
17.172,10.759,2.5315,92.8713,h
104.4053,94.4102,3.2125,232.1963,h
61.6817,20.9866,2.8245,234.1881,h
15.5815,12.8089,2.4522,106.8125,h
25.8127,10.4511,2.6149,220.149,h
28.602,0.0034,2.534,169.924,h
214.44,42.6279,3.4237,231.81,h
19.6873,12.2639,2.5629,225.46,h
83.8563,54.2687,3.3099,212.8484,h
119.5829,25.3453,3.3591,369.0021,h
21.4698,12.641,2.4273,151.69,h
41.0701,7.6731,2.69,99.3665,h
38.1901,10.8641,2.5152,261.575,h
83.6871,17.2672,2.7118,286.746,h
52.2858,11.4032,2.8582,202.308,h
98.881,61.5566,3.3307,301.3584,h
158.597,69.6826,4.5348,227.682,h
20.6646,12.6322,2.3589,244.19,h
85.5566,33.2663,3.0485,324.505,h
84.6834,24.4595,2.7284,136.3991,h
22.1742,9.6139,2.3722,198.5148,h
40.0726,9.6414,2.7745,188.699,h
26.8185,14.5104,2.3473,29.2585,h
123.4751,74.2078,3.7935,260.996,h
26.2932,10.4593,2.5226,130.4822,h
90.9744,23.0038,2.9382,304.039,h
57.6244,26.1477,3.2048,285.534,h
16.836,13.7933,2.4627,136.7892,h
120.657,29.6804,3.2688,276.3924,h
18.2285,0,2.2443,158.554,h
14.6541,13.5916,2.511,188.7315,h
71.7611,20.1438,2.8363,288.6459,h
20.9353,18.6645,2.6985,80.8612,h
226.26,133.3309,3.5119,197.0715,h
51.4249,11.1595,2.9574,220.214,h
30.2932,9.8995,2.8739,252.9946,h
55.0515,21.6212,2.9978,207.4532,h
31.1498,12.071,2.2934,138.7374,h
29.7336,18.8612,2.6026,161.564,h
71.5641,35.1044,3.1497,170.245,h
21.9424,11.8371,2.4158,218.819,h
14.6612,8.4453,2.4693,108.915,h
26.2948,10.401,2.6031,243.991,h
29.8325,19.8526,2.6928,280.732,h
56.1591,13.6759,3.0076,257.27,h
17.4437,16.6297,2.3889,199.8158,h
73.8615,27.4185,3.3781,104.1386,h
53.0789,32.7179,3.1807,168.436,h
201.3999,145.8588,3.463,307.7284,h
21.2307,17.2634,2.7789,215.938,h
100.019,46.5272,3.1029,405.539,h
18.809,11.1305,2.5496,222.591,h
98.1404,70.1961,3.1603,180.4646,h
13.3362,13.0619,2.5947,34.8102,h
131.9202,41.8425,3.1034,281.9732,h
31.1767,2.6499,2.5881,134.3067,h
77.9491,23.4312,3.1134,183.833,h
50.2766,17.6431,2.9495,220.793,h
99.216,18.9374,3.2075,137.73,h
187.4964,46.6158,3.2851,89.5007,h
41.5674,25.081,2.8089,196.273,h
22.7496,12.5323,2.6304,188.477,h
29.7979,9.9269,2.6981,227.77,h
33.6254,16.2543,2.7296,219.4,h
39.167,10.027,2.8678,167.201,h
18.2802,10.9045,2.6055,219.8536,h
183.8082,68.4175,3.482,333.5108,h
79.3368,17.6035,3.2275,180.768,h
28.971,10.9324,2.5938,150.7236,h
118.3765,45.5584,3.7139,374.8463,h
20.338,12.7461,2.6518,223.037,h
17.1617,14.9188,2.488,141.0765,h
29.8995,11.7646,2.7705,278.629,h
36.6168,9.0362,2.7462,81.0417,h
65.0483,33.8061,2.8254,146.618,h
138.8171,59.5351,4.5025,180.2218,h
34.5351,10.5958,2.6822,137.3556,h
138.347,115.051,3.4943,217.354,h
134.978,50.8072,3.1801,313.694,h
49.8322,9.0847,2.8947,270.6941,h
121.254,77.0003,3.1726,257.955,h
174.5756,58.4529,3.458,359.1252,h
22.1635,14.8168,2.5648,201.6649,h
25.4859,12.6124,2.4371,196.2962,h
109.387,33.3628,2.9701,23.4236,h
33.6386,6.2984,2.6922,166.0519,h
150.5725,64.9177,3.8516,79.2431,h
103.0086,30.7006,3.1609,393.1593,h
27.4344,10.9533,2.7259,80.2647,h
91.438,54.2114,3.0678,311.5083,h
22.3382,11.8207,2.3512,236.446,h
33.5107,10.8591,2.6799,87.8559,h
19.1909,12.5187,2.5309,53.4254,h
22.8297,16.87,2.5173,182.35,h
27.2713,9.999,2.6112,131.033,h
28.7504,16.2608,2.931,242.5142,h
34.6583,27.1975,2.8974,100.2511,h
26.974,10.4617,2.6493,193.059,h
24.0895,10.6254,2.3738,179.872,h
24.336,12.9765,2.3463,122.6304,h
26.0169,11.9642,2.4807,176.426,h
26.5114,9.7752,2.2636,121.638,h
120.776,90.0659,4.306,235.673,h
24.1494,7.9715,2.5248,219.0456,h
29.0168,17.4193,2.7001,204.7022,h
19.8489,12.8985,2.3847,168.972,h
85.7914,23.9698,3.227,261.0096,h
86.4336,15.5056,3.0974,112.132,h
116.935,28.2944,2.933,389.579,h
187.8498,70.6816,3.2289,307.6267,h
24.0557,16.0667,2.4983,289.944,h
16.5431,10.441,2.3801,214.645,h
30.4163,17.4222,2.8274,236.15,h
32.0397,12.2173,2.6464,165.942,h
38.5942,28.2244,2.839,213.8245,h
49.0191,8.4717,2.4495,194.068,h
29.7199,8.096,2.3856,194.744,h
37.9196,11.3547,2.6675,215.403,h
17.8219,16.2279,2.3664,104.904,h
59.2653,32.6689,3.1407,164.3214,h
23.6883,6.043,2.4771,198.4,h
227.0703,80.096,3.422,220.4276,h
21.8711,14.8478,2.6031,154.523,h
40.3392,10.0127,2.6337,216.9099,h
23.8385,14.9777,2.7109,188.5054,h
98.9209,28.231,3.3235,272.853,h
16.6153,8.1628,2.2398,197.1985,h
27.9747,7.1877,2.4893,206.844,h
20.7756,6.6796,2.3021,149.961,h
18.544,10.1643,2.3729,166.498,h
100.0086,21.5632,2.7262,244.4479,h
85.6991,16.5385,3.2141,177.91,h
40.9031,9.2502,2.6684,126.0903,h
61.2534,32.7662,3.1798,313.196,h
25.8722,6.7396,2.5552,227.0477,h
27.5017,8.8141,2.5153,121.4329,h
72.1767,15.9009,2.971,81.0633,h
112.7716,8.4152,2.4899,220.8814,h
32.1676,7.4484,2.4158,240.435,h
27.8161,10.0825,2.09,132.0225,h
125.479,35.7873,3.2037,180.86,h
18.6481,10.4145,2.5353,212.062,h
159.654,62.1215,3.6205,225.399,h
20.0348,18.0015,2.5641,55.0101,h
39.2624,15.3924,2.8469,239.6796,h
242.8317,50.7863,3.4142,132.5392,h
107.937,40.1083,3.1419,275.182,h
29.7011,16.3399,2.7631,145.0072,h
37.5017,10.2368,2.8379,202.802,h
37.2836,8.9693,2.4609,230.247,h
33.3489,32.7464,2.9191,241.7025,h
122.095,78.0849,4.3196,259.109,h
132.752,40.9525,3.4564,119.642,h
159.7701,43.0378,3.2576,203.2499,h
52.9512,18.4642,2.8982,243.849,h
54.2256,32.5475,2.8447,161.101,h
24.3452,12.5112,2.7384,119.617,h
83.6193,39.1214,2.9829,16.4205,h
38.1779,20.4106,3.0041,97.5481,h
27.214,13.6679,2.546,34.2552,h
35.7492,13.0825,2.6832,260.2245,h
53.051,8.7223,2.8438,250.0441,h
74.6868,19.1355,2.8624,152.807,h
32.7703,18.5238,2.4639,132.527,h
41.6924,14.7497,3.0702,177.3062,h
125.104,29.4991,3.1449,80.7517,h
28.5749,9.4561,2.4256,67.3931,h
42.2919,12.2386,2.6347,265.7389,h
21.2489,15.2421,2.5966,132.587,h
186.19,25.8494,2.9385,185.776,h
25.9342,16.1378,2.5599,217.8361,h
35.2805,7.7802,2.3454,206.569,h
70.1992,14.5718,2.5065,57.1306,h
123.0714,78.4741,3.7929,328.8961,h
122.358,40.9553,3.4474,291.361,h
178.511,24.4967,3.1675,263.353,h
254.6375,116.4147,3.6089,186.4461,h
118.7704,27.1813,2.8132,255.629,h
185.8045,52.0255,3.8666,340.5532,h
155.53,64.2969,3.2261,329.15,h
72.802,28.4789,2.6566,271.6555,h
114.765,21.2017,2.6575,152.025,h
20.6868,11.3805,2.3082,128.3896,h
177.1863,82.2385,4.0925,191.9643,h
32.2737,13.8695,2.6782,197.294,h
59.7826,12.7791,3.0086,192.864,h
22.1815,7.3637,2.4922,240.7557,h
138.4453,57.6035,3.4958,244.2201,h
22.2696,16.8281,2.6444,177.234,h
21.359,12.2899,2.3294,230.301,h
9.6824,8.6952,2.1323,61.2014,h
18.368,16.0234,2.4495,199.54,h
29.2304,9.9358,2.6021,171.911,h
144.412,34.4058,2.9643,388.364,h
23.3913,11.2116,2.816,60.869,h
94.4951,57.2809,3.3932,346.7639,h
19.0295,9.3176,2.4886,202.922,h
32.1083,16.4702,2.5637,187.0892,h
111.715,26.6559,2.8938,260.691,h
37.5487,14.6855,2.6731,240.2675,h
114.792,65.8183,3.2751,266.102,h
28.5635,17.5002,2.5403,139.061,h
103.92,67.5348,4.0748,372.675,h
26.6653,5.4643,2.05,197.1062,h
81.0903,37.7359,3.4873,264.495,h
22.5713,17.1268,2.5994,231.3564,h
65.3683,22.7606,2.613,323.6534,h
59.4898,25.0436,2.5784,198.9603,h
22.7563,5.5127,2.6449,191.1357,h
76.7443,15.0439,2.8322,191.306,h
31.7528,8.9225,2.3128,136.496,h
22.9026,20.599,2.8038,187.344,h
68.3228,13.4531,2.7239,231.315,h
32.2371,9.1144,2.4158,204.061,h
68.6774,26.6616,2.9576,342.053,h
57.0409,24.7225,2.9848,161.631,h
25.9126,10.5144,2.4381,242.3657,h
171.894,70.2817,3.3951,257.985,h
42.5919,27.8144,2.8929,88.0571,h
22.2696,16.8281,2.6444,177.234,h
137.155,60.4155,3.4747,93.6126,h
27.3045,17.2843,2.6662,246.0027,h
32.9045,9.7782,2.2836,167.8863,h
40.4431,19.3387,2.8919,111.9501,h
19.8721,6.8393,2.3901,125.627,h
25.3725,16.9147,2.7977,223.1083,h
126.076,74.85,3.3144,286.704,h
140.578,33.8769,2.9959,113.653,h
148.703,22.2667,2.6064,47.71,h
51.5075,21.1262,2.8742,37.9488,h
104.79,6.6169,2.6583,89.867,h
24.8831,12.3282,2.4132,174.1535,h
13.0894,9.8864,2.2589,218.383,h
20.7646,8.6798,2.4048,140.908,h
16.1728,8.3216,2.2174,138.802,h
130.7112,13.8452,2.6221,243.5813,h
118.4085,21.1124,2.6052,241.4869,h
168.6169,95.4345,3.6384,185.7593,h
48.1661,23.6129,3.0844,144.557,h
106.05,23.3158,2.8762,251.72,h
44.2348,14.3562,2.88,268.169,h
21.646,12.4422,2.4907,233.086,h
21.7507,12.5149,2.4894,220.3298,h
31.7162,8.6998,2.7396,141.005,h
142.872,110.85,4.4417,267.828,h
91.718,75.6788,3.5625,302.103,h
84.1012,35.2129,3.6415,324.815,h
85.8175,13.7655,3.2348,374.5664,h
17.3883,10.6291,2.5821,258.262,h
26.5848,12.371,2.695,189.644,h
80.3573,46.7521,3.9682,122.6955,h
28.2715,16.1011,2.4533,217.188,h
38.5725,12.5664,2.5132,163.313,h
49.3247,10.6729,2.7115,207.2384,h
22.0438,9.4673,2.4552,172.1424,h
36.4557,10.984,2.64,148.56,h
36.8597,13.989,2.6138,219.649,h
42.0533,32.5927,3.1266,253.6093,h
66.6592,10.6248,2.936,235.6867,h
104.7215,82.1747,3.7795,178.4461,h
44.2851,11.5464,2.9766,192.748,h
55.0742,13.1883,2.8565,166.8444,h
16.4981,11.4279,2.1155,71.0375,h
22.6701,11.4537,2.3883,208.525,h
122.1989,32.9978,3.065,176.6684,h
61.1693,3.8862,2.8015,151.8837,h
251.21,112.911,3.8177,297.434,h
28.2156,23.1239,2.8064,207.251,h
21.1573,19.7997,2.5079,188.002,h
128.627,21.6801,2.7749,221.05,h
30.1169,14.2967,2.6149,70.7928,h
13.1252,9.6598,2.2889,148.092,h
238.259,108.116,3.4111,225.336,h
21.1481,17.8419,2.5192,196.063,h
31.9493,20.2841,2.6172,250.6361,h
58.0522,38.4821,3.1602,228.145,h
197.743,52.6165,3.3507,269.186,h
160.6805,25.0334,3.0186,322.6846,h
73.2988,36.0124,2.9003,247.382,h
60.5328,34.9208,3.0436,290.6,h
12.9752,11.1326,2.1717,111.267,h
97.9934,40.8371,3.1827,211.4398,h
34.8773,10.9165,2.7528,86.954,h
69.2857,15.8252,2.9435,273.8208,h
178.0361,90.7131,4.0967,329.7362,h
68.0256,11.6532,3.0809,274.4498,h
29.7631,0.0002,2.3909,207.369,h
96.032,39.9332,3.0166,264.674,h
113.272,20.0224,2.6048,234.418,h
174.171,109.01,4.7552,238.1,h
61.7727,52.9601,3.0999,23.6597,h
30.2742,21.9387,2.7042,68.9916,h
64.8094,30.1755,3.2292,278.4021,h
219.765,83.9226,3.2147,293.7207,h
76.2773,28.4018,2.888,303.9442,h
16.415,12.599,2.5743,203.9175,h
48.5277,11.939,2.7705,87.7162,h
108.878,26.494,2.5521,291.132,h
22.3151,13.4009,2.5431,135.8061,h
177.182,73.0625,3.3855,355.587,h
26.976,14.0429,2.4969,139.015,h
79.1072,33.3437,3.051,122.771,h
54.4517,19.5614,2.7723,268.332,h
32.5436,10.68,2.6686,178.558,h
21.2342,15.4418,2.5569,229.437,h
91.6874,79.9487,3.387,256.131,h
179.965,146.529,3.5626,282.717,h
56.4667,36.4966,3.0694,123.395,h
67.8595,11.6333,3.0243,240.959,h
268.384,28.4885,3.3417,95.3574,h
20.0798,6.6466,2.3415,74.8274,h
83.4204,54.0954,3.4037,398.5181,h
132.507,58.0044,3.6468,293.453,h
141.2052,54.2402,3.7426,221.4339,h
104.5871,37.1702,3.2437,393.3124,h
55.1562,34.3023,3.0412,277.293,h
81.0863,18.6924,2.9359,330.053,h
23.2237,11.7907,2.2706,174.0579,h
39.6819,10.6402,2.5304,150.0396,h
42.4594,14.8353,2.6808,227.95,h
106.8495,30.4575,3.2882,191.4655,h
21.6103,0,2.1446,188.151,h
17.6353,2.6886,2.2643,208.5689,h
124.736,57.3881,3.0288,393.55,h
35.5727,30.818,3.0443,197.839,h
16.6163,15.5228,2.5804,181.3228,h
31.2342,9.6561,2.7196,46.6709,h
27.7821,21.1262,2.4589,141.5462,h
18.9805,14.728,2.4997,146.774,h
31.3056,10.1845,2.549,202.177,h
160.017,87.2486,3.7434,329.5835,h
23.1422,13.1456,2.6393,66.6335,h
14.0646,9.6209,2.4112,109.0586,h
41.8527,24.3115,2.744,263.6259,h
37.4998,5.4708,2.5243,227.0072,h
67.0744,20.1901,3.0844,290.1345,h
24.7267,12.5686,2.5046,236.494,h
31.3586,22.7492,2.9204,138.861,h
27.4623,14.5438,2.6972,199.615,h
104.1475,62.185,3.1396,122.929,h
62.207,16.278,2.6527,81.7089,h
104.1515,86.1509,3.9265,355.9869,h
49.1417,17.6202,2.8887,220.454,h
36.3453,11.6641,2.721,234.293,h
108.5198,44.477,3.0955,262.2081,h
58.7459,17.0866,2.8142,204.628,h
94.2957,77.9859,3.8505,409.048,h
121.289,35.3162,3.2188,179.875,h
32.3397,11.5883,2.5982,143.0258,h
39.9581,8.8898,2.7681,191.5381,h
144.116,54.137,4.0889,139.724,h
23.0205,9.5145,2.6082,225.9157,h
25.5481,17.8718,2.7033,149.038,h
54.3629,35.4866,2.9901,147.551,h
15.9255,8.3817,2.2247,200.0519,h
23.3164,13.3766,2.2867,105.536,h
20.9074,7.1656,2.1973,223.063,h
19.0211,5.8521,2.357,223.314,h
33.6123,9.5611,2.3344,238.3086,h
29.161,9.454,2.5877,237.486,h
25.9774,15.4987,2.5993,158.6101,h
16.8871,13.0094,2.7701,234.0388,h
120.631,70.7331,3.6442,71.1156,h
22.4688,13.3683,2.5308,141.2034,h
90.696,82.1003,3.3201,390.05,h
24.1567,16.1855,2.637,207.0016,h
231.9656,90.4344,3.9677,89.8175,h
32.0877,10.4917,2.7384,144.853,h
27.0703,6.918,2.2474,108.5998,h
105.0299,34.6312,3.2866,363.2486,h
68.9546,27.5912,3.5913,281.8977,h
21.0502,7.5678,2.5478,209.2636,h
35.522,7.8234,2.6464,262.81,h
40.5346,11.8593,2.6929,128.1809,h
129.676,31.0196,3.2893,187.569,h
32.5053,16.5006,2.7943,161.8442,h
20.663,10.0563,2.57,160.101,h
72.8278,16.3008,2.9082,246.8571,h
45.1333,9.835,2.4997,163.455,h
60.1157,48.9813,3.1841,316.4672,h
32.7883,15.3772,2.286,223.2831,h
35.8244,12.9203,2.6493,220.13,h
19.7131,7.9518,2.5179,173.5266,h
45.5997,35.1146,3.2836,92.2033,h
310.61,47.5318,3.3534,160.191,h
29.8636,22.1331,2.67,154.911,h
121.6825,82.8631,3.1495,367.5839,h
55.838,22.8369,2.8848,257.569,h
63.8752,50.1221,3.3707,189.7358,h
141.093,38.294,3.3708,234.758,h
39.9634,8.7262,2.695,165.955,h
45.2264,23.9562,2.7524,266.532,h
12.8789,7.2531,2.2452,233.6816,h
16.1266,6.3588,2.1016,207.2686,h
13.5577,11.5007,2.6327,50.9843,h
19.1802,16.9497,2.1816,22.7596,h
39.0742,13.3756,2.6976,126.2277,h
42.7059,15.6046,2.6898,158.688,h
18.2176,12.6683,2.4676,147.552,h
38.7116,24.2647,2.7364,171.589,h
75.5269,27.044,2.9243,142.5482,h
133.8881,114.3125,3.4859,344.2077,h
29.502,3.414,2.7077,219.9838,h
31.1538,11.723,2.5802,215.9572,h
35.3187,16.3799,2.8672,115.8281,h
66.7056,28.0067,2.8349,157.9185,h
19.2593,15.2488,2.7701,88.9016,h
58.4251,33.7774,3.0024,29.7258,h
177.8503,51.6826,3.3228,306.0614,h
38.8946,23.2908,2.9538,98.1642,h
57.1905,35.5095,2.7177,102.995,h
18.9618,11.3578,2.2708,195.4867,h
131.5243,26.528,3.3731,268.7494,h
96.0797,64.5826,3.7519,188.972,h
127.314,95.0778,3.7006,397.574,h
46.2745,12.6688,2.8509,91.3386,h
30.2768,17.9293,2.7188,149.998,h
152.9255,112.6234,3.4814,330.1976,h
65.947,45.6462,3.4255,337.9442,h
57.957,33.8255,3.0191,134.1741,h
59.2028,31.5403,2.8971,200.04,h
126.117,48.5558,3.6506,354.091,h
19.9302,5.2495,2.422,168.2149,h
98.3822,33.8045,3.6669,140.5947,h
123.6135,99.3213,3.5811,257.6641,h
29.7181,8.0956,2.3324,71.8972,h
52.3017,29.5335,3.1286,150.792,h
16.0903,14.9731,2.4472,238.7609,h
76.1995,56.7805,2.993,146.687,h
38.1486,8.632,2.5774,233.9802,h
174.168,38.0948,2.8831,267.136,h
87.9401,12.7271,2.499,104.1828,h
4.2835,3.887,2.3478,229.9191,h
39.6908,7.4277,2.8757,135.536,h
63.839,15.2121,2.7356,127.1812,h
131.039,84.4568,3.8528,340.23,h
88.1144,23.3753,2.7126,123.176,h
109.86,26.6064,3.183,294.343,h
128.1116,85.0757,3.4305,328.6118,h
14.0462,12.547,2.3604,122.127,h
23.7546,10.8836,2.4166,37.9886,h
10.1215,9.9837,2.1474,122.0019,h
38.8551,12.8583,2.9685,222.781,h
23.1029,9.5822,2.5359,110.179,h
61.5993,11.4756,3.0115,168.3521,h
134.3812,66.5796,4.0235,298.7103,h
241.744,65.7373,2.9307,185.161,h
19.8728,10.4742,2.2577,230.067,h
135.001,87.2186,3.1458,383.405,h
15.8646,7.6278,2.52,188.0232,h
107.376,13.4791,2.7645,62.1312,h
58.4723,17.7199,2.9547,256.874,h
66.1767,24.229,3.049,329.605,h
54.5668,9.9024,2.9201,133.947,h
20.419,10.4451,2.4265,261.466,h
32.2999,13.9228,2.5769,245.554,h
214.4246,25.0263,2.8975,110.4345,h
43.5661,9.2109,2.9559,89.5657,h
136.1294,33.9589,3.3121,260.9902,h
144.486,25.963,3.0111,125.997,h
172.39,27.8293,3.3374,186.511,h
36.644,12.1712,2.6305,59.6315,h
10.8682,9.257,2.3777,160.7512,h
29.8806,16.4314,2.7254,155.9726,h
19.8443,7.2517,2.1351,189.22,h
17.3479,1.5338,2.1772,259.137,h
42.0674,22.097,3.0065,96.4143,h
26.7451,8.3658,2.6726,111.407,h
117.0299,60.8685,3.5378,228.2022,h
36.3453,11.6641,2.721,234.293,h
49.6368,33.6785,2.9453,413.0706,h
21.5693,12.0208,2.7255,139.964,h
110.136,39.4236,3.3553,181.199,h
24.8882,7.8008,2.4232,77.8319,h
17.06,12.8467,2.4864,195.902,h
83.7799,29.4591,3.0495,204.2784,h
51.8347,21.8805,2.94,216.224,h
101.338,38.4791,3.4092,202.856,h
25.7282,10.6583,2.3086,166.511,h
75.3101,14.2662,3.118,216.4132,h
152.8,41.7867,3.3937,254.284,h
34.9165,8.8163,2.6824,264.2194,h
30.7608,17.8241,2.7059,229.209,h
90.4367,82.5906,3.189,363.0987,h
16.6709,13.7816,2.2439,212.6206,h
113.821,26.1821,2.8603,141.995,h
141.71,32.7866,2.7408,65.5481,h
57.044,10.1702,2.9689,54.4481,h
57.8119,33.0323,2.9703,326.794,h
107.625,97.6105,3.444,304.342,h
49.2622,21.0441,3.2918,95.8671,h
138.388,44.5241,3.286,250.2907,h
51.3999,28.2574,3.2454,290.271,h
30.4077,9.7338,2.3901,171.75,h
33.0706,6.9019,2.5218,38.7364,h
30.1744,10.3081,2.7511,122.1204,h
19.6911,12.2685,2.3473,158.744,h
32.3784,11.0793,2.7224,105.5512,h
91.4673,26.3839,2.8337,225.1301,h
115.5226,28.3765,2.9175,120.3123,h
33.6341,8.7745,2.7319,112.4341,h
39.0077,14.1279,2.6238,273.704,h
17.025,7.6971,2.5903,232.3384,h
29.579,16.0638,2.5806,33.2864,h
28.5425,11.917,2.5647,132.207,h
210.64,96.1207,4.4476,359.263,h
104.4334,41.084,3.0727,327.496,h
65.9696,17.1493,3.1947,142.484,h
94.798,22.3755,2.933,82.7249,h
78.1974,32.8985,2.7187,149.7632,h
89.9106,22.5123,2.8648,68.3801,h
33.4322,18.2079,2.5844,133.9836,h
20.519,12.7331,2.6547,101.864,h
35.0726,23.6344,3.0963,263.8434,h
81.638,38.9439,3.1773,225.4746,h
48.3126,14.0104,2.6481,165.2955,h
8.601,7.9841,2.4239,141.2938,h
149.597,39.726,3.1188,300.1,h
30.818,15.4767,2.5944,199.145,h
137.2154,24.3122,2.8536,398.0057,h
103.684,34.6287,2.9937,93.5249,h
21.9698,10.8805,2.4962,209.816,h
24.2923,11.8947,2.6219,254.0909,h
19.0848,13.7346,2.5849,213.714,h
17.0996,10.866,2.4997,35.8549,h
22.665,10.8615,2.5709,89.3854,h
43.5601,20.6568,2.5649,146.2745,h
16.6052,12.8367,2.4523,116.5518,h
152.485,52.4004,3.3425,343.346,h
175.485,89.1504,3.7786,347.389,h
14.0316,11.136,2.556,232.1674,h
33.5974,11.5666,2.6542,260.231,h
19.9156,14.8221,2.5101,189.5542,h
33.5446,18.354,2.8503,132.4416,h
124.6817,22.3686,2.8103,306.2776,h
51.5958,8.8797,2.8045,206.792,h
41.6722,15.7646,2.6311,172.1233,h
215.696,54.2842,3.2674,279.551,h
26.5159,20.6004,2.6322,144.0341,h
59.572,12.6305,2.9284,184.2272,h
162.209,22.7251,2.8045,304.912,h
115.505,17.0683,2.6893,188.788,h
69.4073,19.7331,3.153,153.2177,h
19.024,13.1725,2.6598,170.0144,h
23.6627,12.2118,2.534,182.948,h
12.0413,3.5265,2.2778,208.9153,h
102.3913,69.4088,2.75,401.1182,h
36.7468,24.3136,2.792,195.5377,h
35.1152,17.8053,2.8385,238.0909,h
12.9301,11.3184,2.3334,46.3899,h
95.1186,61.6476,3.3936,338.3931,h
42.5547,10.4196,2.7997,51.065,h
25.1115,18.7326,2.7705,92.9631,h
44.8561,20.0735,2.6234,252.6005,h
27.3536,22.6607,2.6217,194.565,h
65.58,29.887,2.9939,433.743,h
21.1539,9.9638,2.4425,108.978,h
53.1566,51.1045,3.0273,91.5956,h
149.9769,55.8372,3.1748,147.4284,h
18.4268,10.4534,2.1584,172.494,h
239.647,64.2808,3.3077,252.983,h
12.7785,11.5377,2.3149,169.59,h
12.1283,6.6551,2.4729,230.0975,h
26.9052,12.155,2.5259,199.24,h
37.8982,24.1995,3.0249,93.1982,h
45.3702,14.1142,2.8711,250.4226,h
59.835,9.6551,2.8963,258.626,h
19.3584,7.7947,2.4871,206.253,h
39.4741,9.3826,2.7657,91.9059,h
10.8567,10.8014,2.3301,148.5263,h
14.7912,11.7955,2.3075,62.5245,h
155.5731,99.8859,4.55,224.9873,h
97.6882,64.7545,3.4747,349.7435,h
93.0016,17.941,3.078,327.0483,h
149.8725,64.8825,3.467,374.1284,h
61.5977,36.6091,3.0496,251.783,h
14.5938,12.4274,2.2576,147.6247,h
113.1932,27.9581,3.3848,122.9409,h
156.027,117.959,4.3022,329.317,h
31.6946,20.4109,3.0101,131.878,h
220.9871,26.544,2.9572,98.1594,h
